,event_uid,venue_uid,start_date,end_date,artist_list,num_artist,venue,coordinates,address,city,zip,url
1692,10942809,3708126,2019-08-17,2019-09-28,0,0,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1693,10993148,3708126,2014-03-01,2014-04-01,[11838168],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1694,11026979,3708126,2018-10-06,2018-11-24,0,0,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1695,11096067,3708126,2014-04-05,2014-05-31,[12209394],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1696,11143014,3708126,2018-08-04,2018-09-28,[13091558],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1697,11166323,3708126,2013-07-13,2013-08-31,[15726177],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1698,11255609,3708126,2019-05-04,2019-06-29,[4420468],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1699,11707266,3708126,2019-01-19,2019-02-23,[4909912],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1700,11930081,3708126,2016-04-02,2016-05-28,[11975058],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1701,11968977,3708126,2007-03-10,2007-04-14,[16316000],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1702,12198479,3708126,2009-04-04,2009-05-09,[4420468],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1703,12465149,3708126,2014-06-14,2014-07-26,[12849279],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1704,12520575,3708126,2014-10-04,2014-11-29,[6032905],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1705,12522768,3708126,2007-07-14,2007-08-18,[5397302],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1706,12533029,3708126,2015-10-03,2015-11-28,[4909912],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1707,12721605,3708126,2015-06-13,2015-07-25,[11415388],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1708,12884390,3708126,2012-10-13,2012-11-07,[3927934],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1709,12906754,3708126,2019-07-13,2019-08-31,[9451942],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1710,13122787,3708126,2009-03-07,2009-04-10,"[9647256, 16102082]",2,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1711,13344130,3708126,2007-05-05,2007-05-31,[7146879],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1712,13469103,3708126,2016-10-01,2016-11-26,[6735600],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1713,13474046,3708126,2015-02-14,2015-03-28,[11540489],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1714,13529980,3708126,2010-06-12,2010-07-10,"[8337738, 11944598]",2,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1715,13569482,3708126,2014-01-11,2014-02-22,[4420468],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1716,13860280,3708126,2011-04-23,2011-05-28,[13637450],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1717,13864786,3708126,2018-05-26,2018-07-28,0,0,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1718,14065853,3708126,2013-08-03,2013-09-28,"[1173205, 5042451]",2,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1719,14149357,3708126,2007-12-01,2007-12-31,[3755764],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1720,14212992,3708126,2016-07-09,2016-08-27,[6760240],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1721,14247843,3708126,2011-10-15,2011-11-26,[9766595],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1722,14390761,3708126,2018-05-05,2018-06-30,[6032905],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1723,14409144,3708126,2012-06-02,2012-06-30,"[3705969, 5042451, 11975058, 12991088, 15627257]",5,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1724,14655835,3708126,2017-12-02,2018-01-27,[6760240],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1725,14689269,3708126,2016-12-10,2017-01-07,0,0,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1726,14766218,3708126,2011-06-18,2011-07-20,[7146879],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1727,14854645,3708126,2016-05-21,2016-07-02,[9766595],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1728,14868008,3708126,2016-09-10,2016-10-29,[3755764],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1729,15145992,3708126,2013-09-07,2013-10-26,0,0,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1730,15522302,3708126,2014-05-03,2014-06-28,[13091558],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1731,15610937,3708126,2011-12-03,2012-01-14,"[9456275, 12625077]",2,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1732,15887198,3708126,2009-10-03,2009-11-01,"[9026746, 15473882]",2,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1733,15901016,3708126,2007-02-10,2007-02-10,[5042451],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1734,15909783,3708126,2014-11-01,2014-12-27,[3927934],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1735,15979529,3708126,2010-01-16,2010-02-20,[3755764],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1736,16019300,3708126,2012-07-07,2012-08-11,[11550155],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1737,16160543,3708126,2007-10-13,2007-11-03,"[7737339, 16102082]",2,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1738,16248217,3708126,2016-10-08,2016-10-08,[13328063],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1739,16406302,3708126,2012-08-18,2012-09-22,[3833833],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1740,16554399,3708126,2012-04-14,2012-05-19,"[3313148, 3833833, 4420468, 5835838, 6879102, 8862345, 12023223, 12209394, 12849279, 13577877, 14211667]",11,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1741,16646287,3708126,2015-01-17,2015-02-28,"[6622492, 12023223]",2,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1742,16715145,3708126,2017-08-26,2017-09-30,[9766595],1,Hiram Butler Gallery,"29.7676543469388,-95.4063963673469",4520 Blossom Street,Houston,77007.0,www.devinbordenhirambutlergallery.com
1743,51930,14224768,2008-10-01,2008-10-24,"[5138582, 6463090, 10200834]",3,JP Morgan Chase,"29.7246365,-95.3905619",712 Main Street,Houston,77002.0,
1744,1417465,14224768,2009-01-29,2009-02-27,"[1047264, 13603376, 13667160]",3,JP Morgan Chase,"29.7246365,-95.3905619",712 Main Street,Houston,77002.0,
1745,3524717,14224768,2010-02-04,2010-03-18,"[1116757, 5434812, 9152327, 14425449, 15099383]",5,JP Morgan Chase,"29.7246365,-95.3905619",712 Main Street,Houston,77002.0,
1746,7971278,14224768,2010-06-16,2010-08-11,0,0,JP Morgan Chase,"29.7246365,-95.3905619",712 Main Street,Houston,77002.0,
1747,11535779,14224768,2015-09-18,2015-09-18,0,0,JP Morgan Chase,"29.7246365,-95.3905619",712 Main Street,Houston,77002.0,
1748,11959560,14224768,2010-04-07,2010-05-27,"[3191836, 4014364, 5434812]",3,JP Morgan Chase,"29.7246365,-95.3905619",712 Main Street,Houston,77002.0,
1749,11980001,14224768,2009-04-09,2009-05-01,"[1115655, 1134186, 6120160, 9853322]",4,JP Morgan Chase,"29.7246365,-95.3905619",712 Main Street,Houston,77002.0,
1750,57361,10194916,2009-01-08,2009-02-08,"[1858841, 3659100, 4755766, 9438472, 13200584, 14575347]",6,Galleria Lazzara,"29.814454,-95.467768","5400 Mitchelldale Street, Suite B7",Houston,77092.0,www.gallerialazzara.com
1751,8366822,10194916,2009-09-10,2009-10-04,[5158554],1,Galleria Lazzara,"29.814454,-95.467768","5400 Mitchelldale Street, Suite B7",Houston,77092.0,www.gallerialazzara.com
1752,62850,15997428,2019-01-31,2019-04-11,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1753,306168,15997428,2018-02-08,2018-03-29,[12892199],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1754,1729036,15997428,2011-10-20,2011-12-08,"[2596089, 2747816, 5471382]",3,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1755,1811044,15997428,2014-10-23,2014-12-18,"[7071493, 11521766]",2,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1756,1835554,15997428,2008-10-09,2008-12-11,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1757,2436842,15997428,2009-03-26,2009-04-23,"[2735245, 7114532, 10401946, 11134681]",4,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1758,2697974,15997428,2015-09-10,2015-12-05,"[5397302, 5434812, 9988267, 12892199, 15738739, 16062314]",6,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1759,3060048,15997428,2016-11-03,2016-12-15,[11490284],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1760,3262965,15997428,2010-09-02,2010-10-07,"[2608176, 15286460]",2,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1761,3330190,15997428,2008-03-07,2008-04-17,[12396590],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1762,4377183,15997428,2009-08-27,2009-09-25,"[3600366, 4310798, 5940314]",3,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1763,4899286,15997428,2016-02-04,2016-03-12,[8396430],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1764,5254110,15997428,2011-02-10,2011-03-31,[13348665],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1765,5439284,15997428,2018-12-05,2018-12-05,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1766,5695103,15997428,2017-05-13,2017-05-20,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1767,5768359,15997428,2011-09-08,2011-10-13,[15668378],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1768,5832427,15997428,2013-02-07,2013-03-14,[14545697],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1769,5885073,15997428,2007-03-22,2007-04-26,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1770,5972255,15997428,2016-03-24,2016-04-23,[11254046],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1771,6047383,15997428,2009-01-22,2009-03-05,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1772,6480598,15997428,2007-10-25,2007-12-06,[4014364],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1773,7841808,15997428,2010-10-14,2010-11-11,"[1493888, 5397302, 5434812, 8148448, 12892199, 15014254]",6,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1774,8290350,15997428,2019-04-18,2019-05-02,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1775,8747463,15997428,2017-02-09,2017-03-25,[16437442],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1776,9055128,15997428,2015-03-25,2015-04-24,"[4607385, 7760678, 13082657]",3,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1777,9163441,15997428,2017-04-06,2017-05-04,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1778,9188381,15997428,2014-03-19,2014-04-17,[4142069],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1779,10143423,15997428,2017-10-26,2017-12-07,[8052959],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1780,10166895,15997428,2016-09-01,2016-10-13,[9052742],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1781,10270222,15997428,2019-09-05,2019-10-01,[13746898],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1782,10365437,15997428,2009-10-01,2009-11-05,"[2493810, 6421803]",2,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1783,11475056,15997428,2010-02-04,2010-04-01,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1784,12924802,15997428,2012-10-25,2012-12-13,[3957305],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1785,14099170,15997428,2008-08-28,2008-09-25,[5706870],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1786,14423136,15997428,2018-10-11,2018-12-06,[14615165],1,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1787,14980046,15997428,2017-09-15,2017-10-19,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1788,16751510,15997428,2018-08-16,2018-09-25,0,0,O'Kane Gallery (UHD),"29.766005,-95.3591542",1 Main Street,Houston,77002.0,
1789,67500,13360907,2010-04-29,2010-05-06,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1790,249508,13360907,2012-07-17,2012-08-16,[15722058],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1791,262553,13360907,2013-03-19,2013-04-04,"[5639111, 9385134, 9934402, 11010676, 12210484, 15722058]",6,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1792,976845,13360907,2009-09-10,2009-09-24,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1793,1051218,13360907,2010-03-11,2010-04-08,"[928190, 8828844, 12670475, 15960657]",4,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1794,1884262,13360907,2011-10-11,2011-11-03,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1795,2531878,13360907,2016-05-17,2016-06-02,[8936116],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1796,2768396,13360907,2019-01-24,2019-02-21,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1797,2826636,13360907,2012-08-28,2012-09-20,[7107298],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1798,3987965,13360907,2008-10-14,2008-10-30,"[580360, 8581002, 10739232, 12212883, 12414597]",5,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1799,4062585,13360907,2010-02-09,2010-02-25,[4014364],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1800,4890412,13360907,2009-02-24,2009-03-27,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1801,5287097,13360907,2009-01-20,2009-02-12,[6736740],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1802,5350472,13360907,2010-09-16,2010-09-30,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1803,5635902,13360907,2008-11-20,2008-12-04,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1804,5673110,13360907,2009-07-09,2009-07-23,"[3160770, 14381515]",2,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1805,6341284,13360907,2018-03-06,2018-04-12,[7438344],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1806,6461414,13360907,2012-11-27,2012-12-06,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1807,6862160,13360907,2008-06-17,2008-07-03,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1808,7113113,13360907,2018-09-06,2018-10-04,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1809,7271852,13360907,2019-04-25,2019-05-05,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1810,9134642,13360907,2011-11-29,2011-12-08,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1811,9329758,13360907,2008-07-15,2008-07-31,"[2376119, 6874390, 11771786, 13547465]",4,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1812,9527690,13360907,2018-06-19,2018-07-19,[15107975],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1813,9540872,13360907,2010-07-28,2010-08-12,[12535546],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1814,10403517,13360907,2018-10-11,2018-11-08,[12963755],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1815,11971945,13360907,2011-08-30,2011-09-29,"[8344500, 11222814]",2,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1816,12042828,13360907,2019-09-12,2019-10-10,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1817,12224650,13360907,2019-02-28,2019-04-11,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1818,13438262,13360907,2010-06-17,2010-07-08,[11833783],1,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1819,14339869,13360907,2011-06-07,2011-07-07,"[7776224, 16006025]",2,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1820,16748425,13360907,2018-11-29,2018-12-13,0,0,Bosque Gallery (LSC CyFair),"29.9107329,-95.6900105","9191 Barker Cypress Road, Suite 101",Cypress,77433.0,cyfair.lonestar.edu/bosquegallery
1821,68305,1647308,2014-09-10,2014-09-10,"[4312081, 5782677, 9875528, 13118164]",4,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1822,436825,1647308,2015-10-14,2015-10-14,[3042422],1,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1823,560497,1647308,2016-04-30,2016-05-28,"[2657010, 11314026, 14070693]",3,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1824,634685,1647308,2013-03-16,2013-03-16,[3927934],1,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1825,710643,1647308,2013-05-23,2013-05-23,"[1144731, 2043771, 3433851, 3755726, 9456275, 12856821, 14356426, 14651878, 15947462]",9,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1826,1324517,1647308,2015-08-05,2015-08-05,"[8522942, 15015802]",2,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1827,1579321,1647308,2015-02-04,2015-02-04,[11568592],1,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1828,1584465,1647308,2015-04-03,2015-04-03,"[1370857, 1443789, 3658726, 6287446, 8293728, 10476039, 10557274, 10639992, 10703660, 10708822, 12879884, 14517170, 15015802, 16538520]",14,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1829,2201650,1647308,2015-06-26,2015-08-15,"[406356, 524680, 1370857, 3291887, 7693212, 8119323, 8522942, 10557274, 10639992, 10703660, 10932338, 11364310, 11568592, 13792036, 13842267, 14026213, 14517170, 15015802]",18,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1830,2264075,1647308,2013-06-05,2013-06-05,"[318373, 1296752, 7077875, 7721876, 9853322, 10385488, 12620640, 16087249, 16490561]",9,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1831,2588165,1647308,2019-02-21,2019-04-14,0,0,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1832,2868813,1647308,2014-07-16,2014-07-16,"[15451719, 15800661]",2,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1833,2990385,1647308,2018-09-21,2018-11-03,[15723061],1,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
1834,3013862,1647308,2015-04-01,2015-04-01,[2387673],1,DiverseWorks,"29.7355171,-95.3811904","3400 Main Street, Suite 292",Houston,77002.0,diverseworks.org
